Neighbourhood,Fast Food Restaurant,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Popeye's Louisiana Kitchen,5cbb533873fe25002c27c7b6,43.720717,-79.599975,Fried Chicken Joint
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,McDonald's,4bb12f6af964a52098813ce3,43.717586,-79.5701,Burger Joint
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Burger King,59f71e5d61e53b2614f3a598,43.720245,-79.600272,Burger Joint
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Ozzy's Burgers,5a35aac9e96d0c07801331ec,43.65537,-79.402606,Burger Joint
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Loga's Corner,54838585498e1787e915457d,43.640421,-79.435976,Fast Food Restaurant
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,Sicilian Sidewalk Cafe,4b773d3ef964a520b78a2ee3,43.65533,-79.41859,Café
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Popeye's Louisiana Kitchen,4cb0fb2939458cfa66ce07a0,43.667177,-79.486896,Fried Chicken Joint
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Philthy Philly's,582ca01e70fc427af8481b3a,43.67406,-79.470373,Fast Food Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,A&W Restaurant,5fde3bfb40687f3498120b67,43.670677,-79.472868,American Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Souvlaki Hut,4fca5cc9e4b0c1168226c1aa,43.651687,-79.474577,Fast Food Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Frank's Pizza House,4d2f9b6282fd548180aeaba8,43.676786,-79.449247,Pizzeria
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Falafel World,4b51f5c2f964a520945d27e3,43.649901,-79.482845,Falafel Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Coffee Tree,4b91740af964a520adbd33e3,43.64975,-79.483381,Café
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Pizza Pizza,4c6b03c86e10ef3b10cda040,43.681963,-79.468278,Pizzeria
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Chipotle Mexican Grill,54d802a9498ea0e079ea7af9,43.672569,-79.468496,Fast Food Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Dairy Freezer,4b9ee0b8f964a520ef0737e3,43.67508,-79.454914,Burger Joint
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Fat Bastard Burrito Co,546f7c9e498e9b5b70b88dca,43.6498758,-79.4828208,Fast Food Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Panda Express,53e39908498e03e4b6b95689,43.674053,-79.470466,Chinese Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Jumbo Burgers,4b646b24f964a52095b12ae3,43.666178,-79.482151,Burger Joint
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Five Guys Burgers & Fries,5498c343498ed095cce0e874,43.673886,-79.46969,Burger Joint
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,King Slice,4ae35797f964a520bc9321e3,43.65593,-79.454968,Pizzeria
 Tandridge,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,La Tortilleria,4b2a65a4f964a52050a824e3,43.659629,-79.435082,Fast Food Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,A&W Restaurant,5d3000991938c7000850b41d,43.681986,-79.471791,American Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Bloor Jane Physiotherapy and Active Rehabilitation,4b5328a0f964a520a59027e3,43.649578,-79.484195,Burger Joint
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Domino's Pizza,4d9e3f221462b1f7e4b11283,43.665288,-79.47055,Pizzeria
 Trinity,0.25,1,M6J,43.6479267,-79.4197497,California Sandwiches,4ad4c061f964a52098f720e3,43.652528,-79.412344,American Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Flaming Stove,4cc9ae6141e75481dff85d84,43.698371,-79.395763,Fast Food Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Fit For Life,4b7ef2b1f964a520980b30e3,43.707236,-79.396662,Diner
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Rolltation,589f58fbd0bb3e25a8e5a88a,43.707344,-79.398271,Fast Food Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Panago Pizza Inc,4f21daaae4b063d4fdda6292,43.708159,-79.392456,Pizzeria
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Albert's Real Jamaican Food,4c4baeec6e209521135714ec,43.682855,-79.420702,Diner
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Good Bite Restaurant,4aecfe47f964a5209ccc21e3,43.711432,-79.399204,Diner
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,A&W Restaurant,50353048e4b0c42300d9c847,43.706869,-79.397072,American Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Pizza Pizza,4b59169df964a520f17b28e3,43.698768,-79.396481,Pizzeria
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,A&W Restaurant,5d3000908fe07d00081e8b8b,43.715254,-79.399955,American Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,A&W Restaurant,4c57591fa7d976b02bbadcee,43.704521,-79.407743,American Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,South St. Burger,51d62df3498e4812ead1ca3a,43.681043,-79.427851,Burger Joint
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Popeye's Louisiana Kitchen,588d1d78a149261a47e1236d,43.689827,-79.395102,Fried Chicken Joint
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Smoke's Poutinerie,53fb6edb498ea83bbd755b52,43.706435,-79.398407,Fast Food Restaurant
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Subway,4c2231a49390c9b64a20cacd,43.68804,-79.412736,Deli
Forest Hill North & West,0.25,1,M5P,43.6969476,-79.4113072,Freshii,515c4c7ae4b0668bec90c676,43.689032,-79.412988,Fast Food Restaurant
 The Junction South,0.25,1,M6P,43.6616083,-79.4647633,Subway,4dceadb4d22deadedd58116d,43.659184,-79.438097,Deli
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
 Tandridge,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 York University,0.25,1,M3J,43.7679803,-79.4872619,Bamiyan Kabob,4d617a7829ef236a606fb159,43.773878,-79.492063,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
 York University,0.25,1,M3J,43.7679803,-79.4872619,California Sandwiches,4b535847f964a520529827e3,43.755981,-79.473986,American Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2e13824e132d7f14799ddf,43.686998,-79.597861,Sandwich Spot
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Domino's Pizza,4ee6ae870e61681b98595db0,43.719319,-79.594594,Pizzeria
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Pita Land,4d7d05bccf3f3704b0395c40,43.713196,-79.5802,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Burger King,59f71e5d61e53b2614f3a598,43.720245,-79.600272,Burger Joint
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Wendy's,4bc748906501c9b6721b3e29,43.718673,-79.570747,Burger Joint
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Mr. Sub,4d35d379c75a6ea8b5af2bae,43.716198,-79.260508,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Bourbon St. Grill,4c8914c397828cfa5a42a1aa,43.720172,-79.600494,Diner
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ca607c097c8a1cdb8336ca5,43.718954,-79.570747,Deli
 York University,0.25,1,M3J,43.7679803,-79.4872619,Subway,4d5019f79b27721eb3a5aa46,43.759113,-79.466524,Deli
 York University,0.25,1,M3J,43.7679803,-79.4872619,Pizza Pizza,57c565d1498e511ed9c27695,43.764756,-79.489978,Pizzeria
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,King Slice,4ae35797f964a520bc9321e3,43.65593,-79.454968,Pizzeria
 York University,0.25,1,M3J,43.7679803,-79.4872619,Tender Shawarma & Grill,54949569498e6b7ba4df7da2,43.760848,-79.489627,Fast Food Restaurant
 York University,0.25,1,M3J,43.7679803,-79.4872619,Domino's Pizza,4be44e62910020a19484d114,43.773411,-79.493066,Pizzeria
 York University,0.25,1,M3J,43.7679803,-79.4872619,Lena’s Roti and Doubles,6140ad36e79465124023c6bf,43.773411,-79.493066,Caribbean Restaurant
 York University,0.25,1,M3J,43.7679803,-79.4872619,Wendy's,4afc9d06f964a5206a2422e3,43.785837,-79.474985,Burger Joint
 York University,0.25,1,M3J,43.7679803,-79.4872619,South St. Burger,4c06b4ac9e1ab713c3de5243,43.785152,-79.477851,Burger Joint
 York University,0.25,1,M3J,43.7679803,-79.4872619,Popeye's Louisiana Kitchen,cdcc1fe404ab664db75e6de1,43.762761,-79.490359,Fast Food Restaurant
 York University,0.25,1,M3J,43.7679803,-79.4872619,Subway,53519763498e47e697942d9a,43.764391,-79.489591,Deli
 York University,0.25,1,M3J,43.7679803,-79.4872619,McDonald's,4ae110eef964a520018521e3,43.762324,-79.490194,Burger Joint
 York University,0.25,1,M3J,43.7679803,-79.4872619,Select Sandwich,4f69e957e4b035664ea9390c,43.764913,-79.483254,Diner
 York University,0.25,1,M3J,43.7679803,-79.4872619,Falafel Express,4e54345862e1d184431bc92b,43.764927,-79.489959,Chinese Restaurant
 York University,0.25,1,M3J,43.7679803,-79.4872619,Reginos Pizza,50ff1716e4b098a6a6203244,43.764881,-79.489811,Pizzeria
 York University,0.25,1,M3J,43.7679803,-79.4872619,Subway,4b705759f964a520ed132de3,43.782368,-79.493578,Deli
 York University,0.25,1,M3J,43.7679803,-79.4872619,The Golden Burrito,52657ad0498e08a23da7b763,43.785152,-79.477851,Fast Food Restaurant
 York University,0.25,1,M3J,43.7679803,-79.4872619,Falafel Hut Village,4d77db452b4b6ea89b1c48fe,43.774245,-79.498545,Falafel Restaurant
 York University,0.25,1,M3J,43.7679803,-79.4872619,Subway,59f0d01ff62e095890223406,43.769848,-79.501771,Deli
 York University,0.25,1,M3J,43.7679803,-79.4872619,Harvey's,5bc586c766f3cd002bd4c540,43.770792,-79.491986,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2278a67e85c9287d13bc21,43.720363,-79.600198,Deli
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ce416f3b8df548126e7b19b,43.719288,-79.59576,Deli
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,McDonald's,5bd60b3ea8eb60002c583a64,43.773324,-79.281835,Burger Joint
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Burger King,4be572b42468c92856010043,43.750998,-79.265585,Burger Joint
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Subway,4e4ef61ac65bb313ba7fb7a0,43.748878,-79.275605,Sandwich Spot
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Tim Hortons,573f8f56cd105b73f4782a47,43.765138,-79.281579,Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Mucho Burrito Fresh Mexican Grill,5105765de4b0f2b95d85aff8,43.772964,-79.282153,Fast Food Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Pizza Pizza,4ca3cbfed5a2a1436a7f4c90,43.768164,-79.268324,Pizzeria
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Pita Pit,4b9a86fcf964a52008be35e3,43.7699044,-79.2818319,Sandwich Spot
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Pizza Pizza,4cef23ab7db3224b8b2d2b2e,43.75268,-79.264068,Pizzeria
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Popeye's Louisiana Kitchen,4c339cb27cc0c9b6e115f29a,43.751248,-79.263657,Fast Food Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Patty King,4c23a14ca852c9280ed0e16c,43.773572,-79.268141,Bakery
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Taco Bell,4c0d22dbb1b676b0631be086,43.760883,-79.279786,Fast Food Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Jollibee,5abb985d64c8e111cb92d2d4,43.773213,-79.28102,Fast Food Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,A&W Restaurant,4b26f64ff964a520868324e3,43.766266,-79.301908,American Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Johnny's Shawarma,51d9f826498ee73dd503b0dc,43.76704,-79.281691,Fast Food Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Pizza Nova,4bf32a9594af2d7fd4363972,43.749529,-79.277488,Pizzeria
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Harry's Drive-In,5077013be4b059e49e757ec8,43.74932,-79.277268,Burger Joint
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Hopper Hut,4ba0f128f964a520cc8837e3,43.76583,-79.28211,Fast Food Restaurant
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Subway,4bb2187af964a52062b83ce3,43.763074,-79.291564,Deli
 Wexford Heights,0.3,1,M1P,43.7574096,-79.273304,Subway,4bcdd76fb6c49c74c9029691,43.773022,-79.282115,Sandwich Spot
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,American Eclectic Burger,b3a68221902f40da6bc4826c,43.669326,-79.441454,Fast Food Restaurant
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,Popeye's Louisiana Kitchen,5cbb533873fe25002c27c7b6,43.720717,-79.599975,Fried Chicken Joint
 Woodbine Downs,0.25,1,M9W,43.7067483,-79.5940544,McDonald's,4bb12f6af964a52098813ce3,43.717586,-79.5701,Burger Joint
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,La Tortilleria,4b2a65a4f964a52050a824e3,43.659629,-79.435082,Fast Food Restaurant
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Dairy Freezer,4b9ee0b8f964a520ef0737e3,43.67508,-79.454914,Burger Joint
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Boom Breakfast & Co,4ae4a136f964a520799c21e3,43.679143,-79.438493,Diner
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Sicilian Sidewalk Cafe,4b773d3ef964a520b78a2ee3,43.65533,-79.41859,Café
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Five Guys Burgers & Fries,5498c343498ed095cce0e874,43.673886,-79.46969,Burger Joint
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Real Fruit Bubble Tea,4bf4c434706e20a110c6a998,43.664296,-79.415722,Bubble Tea Shop
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Panda Express,53e39908498e03e4b6b95689,43.674053,-79.470466,Chinese Restaurant
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,College Falafel,4b8a1959f964a520f15f32e3,43.654614,-79.423011,Diner
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Baskin-Robbins,4aeba2a9f964a5200ac421e3,43.663723,-79.418202,Ice Cream Parlor
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Albert's Real Jamaican Food,4c4baeec6e209521135714ec,43.682855,-79.420702,Diner
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Chipotle Mexican Grill,54d802a9498ea0e079ea7af9,43.672569,-79.468496,Fast Food Restaurant
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,South St. Burger,51d62df3498e4812ead1ca3a,43.681043,-79.427851,Burger Joint
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,A&W Restaurant,5d3000979a169c0008f5cf3a,43.655282,-79.433871,American Restaurant
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Wings & Things,e1b5efcdb515428bc6cbd60b,43.669319,-79.441547,American Restaurant
Dufferin,0.25,1,M6H,43.6690051,-79.4422593,Man vs Fries,60f5ab4d11344f4a7c780a9d,43.669319,-79.441547,Fast Food Restaurant
 West Humber,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Star Kabob,5ab8db09e679bc6844bd2a5f,43.705638,-79.251086,Fast Food Restaurant
 Parkdale Village,0.25,1,M6K,43.6368472,-79.4281914,Wendy's,65c2d75b9be86d606f10b27f,43.638969,-79.427654,Burger Joint
 Scarborough Village West,0.25,1,M1M,43.716316,-79.2394761,Arby's Roast Beef Restaurant,00c6a19710604cb348010bc4,43.726171,-79.231683,Fast Food Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Mini Bar,4b03ff12f964a520cd5022e3,43.64709,-79.396049,Café
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Chipotle Mexican Grill,59304fea4186863fd6a112bb,43.649606,-79.391542,Fast Food Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Saffron Spice Kitchen,5209947a11d24085eb84660d,43.648465,-79.397204,Fast Food Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,What a Bagel,4f7dd9a6e4b09d309a47f7fe,43.647638,-79.39623,Bagel Shop
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,50bd1248e4b0382138bdd292,43.647128,-79.379274,Fast Food Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,McCafé,5669c9fd498e28dcd049abbd,43.644585,-79.381066,Café
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,The Burger's Priest,5578720f498ee3b165b1f32b,43.648562,-79.387543,Burger Joint
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,57be1ded498edab44ddf8725,43.646031,-79.389757,American Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,BeaverTails,55a19437498eeea53fa58b54,43.639663,-79.38005,Dessert Shop
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Smoke's Poutinerie Inc,4ada0505f964a520591d21e3,43.648543,-79.387633,Fast Food Restaurant
Studio District,0.25,1,M4M,43.6595255,-79.340923,Completo,53af0086498eb15122135e6a,43.662589,-79.333899,Fast Food Restaurant
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Bourbon St. Grill,4c8914c397828cfa5a42a1aa,43.720172,-79.600494,Diner
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2e13824e132d7f14799ddf,43.686998,-79.597861,Sandwich Spot
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Domino's Pizza,4ee6ae870e61681b98595db0,43.719319,-79.594594,Pizzeria
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Pita Land,4d7d05bccf3f3704b0395c40,43.713196,-79.5802,Fast Food Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Five Guys Burgers & Fries,573b65fb498e9bcba6b1089a,43.64875,-79.381682,Burger Joint
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Pizza Pizza,4b80a2c1f964a520908230e3,43.640131,-79.381339,Pizzeria
Roselawn,0.3,1,M5N,43.7116948,-79.4169356,Subway,4bef2522d1b7d13ad065cdec,43.700226,-79.429708,Sandwich Spot
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,McDonald's,4bd3741777b29c743ee89082,43.800293,-79.143279,Burger Joint
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,509018aae4b019e9fafaed0f,43.798018,-79.149258,Sandwich Spot
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Popeye's Louisiana Kitchen,58278ca9d1efa65794fd4fd5,43.798018,-79.149258,Fried Chicken Joint
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,4bcb5d75937ca593956ba992,43.77189,-79.185064,Sandwich Spot
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,5081a231e4b068d89bb7b948,43.78253,-79.185588,Sandwich Spot
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Vizzarri Italian Sandwiches,5373d58e498ed9eb4bd4191c,43.783519,-79.169991,Fast Food Restaurant
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Rosa's Pasta Express,61b262f3107db25dfffe80e0,43.782015,-79.172196,Fast Food Restaurant
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Pizza Pizza,4aecaaaef964a5201aca21e3,43.779605,-79.137795,Pizzeria
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Domino's Pizza,4d23ccf70e998cfae4901e3f,43.775796,-79.172734,Pizzeria
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Subway,4ba2c7acf964a5209f1838e3,43.63956,-79.383435,Deli
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Popeye's Louisiana Kitchen,6058ca2186572e11c74c88f9,43.779697,-79.138887,Fried Chicken Joint
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Pauls Breakfast and Burgers,4fb6e87be4b079584547a8c1,43.803827,-79.16971,Fast Food Restaurant
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,4eb2cdd477c814d925d51717,43.79199,-79.13267,Deli
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Pita Land,4bbfb320920eb71335d0172c,43.771714,-79.185177,Fast Food Restaurant
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,29f6ed101fd14ac2697d3d8c,43.80028,-79.143464,Deli
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Pita & Grill,4c70715c9c6d6dcb11cad27a,43.642282,-79.383411,Fast Food Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,4d756edfbf4fb1f74fe8722a,43.6469,-79.382416,Fast Food Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,50900478e4b07bfac811aa2c,43.649173,-79.395961,American Restaurant
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Subway,5e506470929cbd0008d7207e,43.637818,-79.392328,Sandwich Spot
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Popeye's Louisiana Kitchen,5b9299663d479100392ebe10,43.640183,-79.381394,Fried Chicken Joint
 Island airport,0.3,1,M5V,43.6289467,-79.3944199,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
Rouge Hill,0.333333333,1,M1C,43.7845351,-79.1604971,Asian Gourmet,4fbd1803e4b0caa891542892,43.78491,-79.186895,Fast Food Restaurant
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Burger King,59f71e5d61e53b2614f3a598,43.720245,-79.600272,Burger Joint
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Wendy's,4bc748906501c9b6721b3e29,43.718673,-79.570747,Burger Joint
 Humberwood,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ca607c097c8a1cdb8336ca5,43.718954,-79.570747,Deli
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4b70adc5f964a52043292de3,43.626576,-79.502353,Pizzeria
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Pizza Pizza,4aef1af3f964a520a9d521e3,43.601866,-79.501066,Pizzeria
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,Lakeshore Super Submarine,4e4ee5981495fc2ca3f7a726,43.600587,-79.505483,Fast Food Restaurant
 Humber Bay Shores,0.25,1,M8V,43.6056466,-79.5013207,London Fried Chicken,5b9e8273a795bd0037e89772,43.601164,-79.504502,Fast Food Restaurant
