Neighbourhood,Fast Food Restaurant,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Albert's Real Jamaican Food,4c4baeec6e209521135714ec,43.682855,-79.420702,Diner
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Baskin-Robbins,4aeba2a9f964a5200ac421e3,43.663723,-79.418202,Ice Cream Parlor
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,College Falafel,4b8a1959f964a520f15f32e3,43.654614,-79.423011,Diner
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Muncheez Creperie,54977468498e25e66e40168d,43.803301,-79.419474,Fast Food Restaurant
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Panda Express,53e39908498e03e4b6b95689,43.674053,-79.470466,Chinese Restaurant
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Five Guys Burgers & Fries,5498c343498ed095cce0e874,43.673886,-79.46969,Burger Joint
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Sicilian Sidewalk Cafe,4b773d3ef964a520b78a2ee3,43.65533,-79.41859,Café
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Boom Breakfast & Co,4ae4a136f964a520799c21e3,43.679143,-79.438493,Diner
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Dairy Freezer,4b9ee0b8f964a520ef0737e3,43.67508,-79.454914,Burger Joint
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,La Tortilleria,4b2a65a4f964a52050a824e3,43.659629,-79.435082,Fast Food Restaurant
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,King Slice,4ae35797f964a520bc9321e3,43.65593,-79.454968,Pizzeria
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Hodo Kwaja,4add0122f964a5205d6321e3,43.66431,-79.415537,Bakery
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,CocoaLatte,4b6f0c25f964a52060d92ce3,43.68163,-79.425185,Café
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Itacate,58c442ef4ca49b2c8e7df995,43.679408,-79.437178,Fast Food Restaurant
Willowdale,0.3,1,M2M,43.789053,-79.4084928,Golden Star Restaurant,4adcbb20f964a5202f2f21e3,43.801533,-79.420598,Burger Joint
 Dovercourt Village,0.25,1,M6H,43.6690051,-79.4422593,Real Fruit Bubble Tea,4bf4c434706e20a110c6a998,43.664296,-79.415722,Bubble Tea Shop
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Little Caesars Pizza,55e395f2498ef8656c4c9ff6,43.687366,-79.285982,Pizzeria
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Zam Zam Tikka & Kabab,55e33cba498e2abd1db0243e,43.707624,-79.268105,Fast Food Restaurant
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Mr Tastys Drive in,4e112e29b3adf2a0f5a2c258,43.689853,-79.293578,Burger Joint
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Subway,4c730d9e8efc3704a3b7147d,43.709731,-79.248029,Deli
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Mama's Boys Burgers,4f8f50f1e4b08140614558ed,43.708487,-79.267819,Burger Joint
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Pita & Grill,4c70715c9c6d6dcb11cad27a,43.642282,-79.383411,Fast Food Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,4d756edfbf4fb1f74fe8722a,43.6469,-79.382416,Fast Food Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,50900478e4b07bfac811aa2c,43.649173,-79.395961,American Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Subway,5e506470929cbd0008d7207e,43.637818,-79.392328,Sandwich Spot
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Popeye's Louisiana Kitchen,5b9299663d479100392ebe10,43.640183,-79.381394,Fried Chicken Joint
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Pizza Pizza,4b80a2c1f964a520908230e3,43.640131,-79.381339,Pizzeria
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Subway,4ba2c7acf964a5209f1838e3,43.63956,-79.383435,Deli
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c952867533aa093f374c645,43.722391,-79.235073,Pizzeria
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Five Guys Burgers & Fries,573b65fb498e9bcba6b1089a,43.64875,-79.381682,Burger Joint
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Mini Bar,4b03ff12f964a520cd5022e3,43.64709,-79.396049,Café
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Chipotle Mexican Grill,59304fea4186863fd6a112bb,43.649606,-79.391542,Fast Food Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Saffron Spice Kitchen,5209947a11d24085eb84660d,43.648465,-79.397204,Fast Food Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,What a Bagel,4f7dd9a6e4b09d309a47f7fe,43.647638,-79.39623,Bagel Shop
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,50bd1248e4b0382138bdd292,43.647128,-79.379274,Fast Food Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,McCafé,5669c9fd498e28dcd049abbd,43.644585,-79.381066,Café
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,The Burger's Priest,5578720f498ee3b165b1f32b,43.648562,-79.387543,Burger Joint
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,57be1ded498edab44ddf8725,43.646031,-79.389757,American Restaurant
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,BeaverTails,55a19437498eeea53fa58b54,43.639663,-79.38005,Dessert Shop
 Bathurst Quay,0.3,1,M5V,43.6289467,-79.3944199,Smoke's Poutinerie Inc,4ada0505f964a520591d21e3,43.648543,-79.387633,Fast Food Restaurant
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Tim Hortons,59f77abd9e0d54323e13fd66,43.717538,-79.259033,Restaurant
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c85a8c2ee6fef3b9b123e5c,43.722444,-79.235128,Pizzeria
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,A&W Restaurant,5d3000a33fa42a00087759ae,43.7368,-79.248842,American Restaurant
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,McDonald's,4d56269c67d8ec4af6bf4eb3,43.687555,-79.28648,Burger Joint
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Subway,4e305ec68877341a515c1023,43.680727,-79.286951,Deli
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Pegasus Billiards,98bf31fe62e54d3f38af8ce9,43.694531,-79.274522,Pool Hall
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Pizza Pizza,4c9239bc51d9b1f7f10b8746,43.708435,-79.267764,Pizzeria
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Subway,4c730d9e8efc3704a3b7147d,43.709731,-79.248029,Deli
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Anne's Kitchen,0b3f266b4a8046901e5df6b6,43.69143,-79.264491,Fast Food Restaurant
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Subway,4c30e1927cc0c9b68dffed9a,43.706722,-79.268946,Deli
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,Mama's Boys Burgers,4f8f50f1e4b08140614558ed,43.708487,-79.267819,Burger Joint
 Cliffside West,0.25,1,M1N,43.692657,-79.2648481,No Bull Burgers,51df585f498ef3df406f9857,43.680572,-79.285196,Burger Joint
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Subway,2aaa27b2987642d823d9abf2,43.738081,-79.240332,Deli
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Al Mac's Bar & Grill,341a8cf54cb04e670c23633e,43.709508,-79.249585,Burger Joint
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Zam Zam Tikka & Kabab,55e33cba498e2abd1db0243e,43.707624,-79.268105,Fast Food Restaurant
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Wimpys Head Office,4b93cf2af964a520c35234e3,43.716,-79.261694,Diner
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Mr. Sub,4d35d379c75a6ea8b5af2bae,43.716198,-79.260508,Fast Food Restaurant
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Star Kabob,5ab8db09e679bc6844bd2a5f,43.705638,-79.251086,Fast Food Restaurant
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Domino's Pizza,4fe75885e4b0af2e67cbfc19,43.705638,-79.251086,Pizzeria
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Arby's Roast Beef Restaurant,00c6a19710604cb348010bc4,43.726171,-79.231683,Fast Food Restaurant
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Subway,bfe57968b8ab4a283ebffb36,43.725466,-79.230543,Deli
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Little Caesars Pizza,4bf193e399d02d7f1b4dc948,43.7096,-79.248289,Pizzeria
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Mitzie's Jerk,54becfde498ed9a1220e1e95,43.710325,-79.249151,Fast Food Restaurant
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,McDonald's,4b928f1bf964a5203e0434e3,43.724673,-79.253501,Burger Joint
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4c9239bc51d9b1f7f10b8746,43.708435,-79.267764,Pizzeria
 Cliffcrest,0.25,1,M1M,43.716316,-79.2394761,Pizza Pizza,4d8ba6930c4e41bd10f9667f,43.710264,-79.242917,Pizzeria
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Subway,4ccb1186ee23a14397c614a8,43.709067,-79.295805,Deli
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Pizza Pizza,4aecaaaef964a5201aca21e3,43.779605,-79.137795,Pizzeria
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,McDonald's,4c0e95fbb60ed13a304330f2,43.723557,-79.298928,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,McDonald's,4b40d8d6f964a52019bc25e3,43.728528,-79.285844,Burger Joint
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,BeaverTails,55a19437498eeea53fa58b54,43.639663,-79.38005,Dessert Shop
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Completo,53af0086498eb15122135e6a,43.662589,-79.333899,Fast Food Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,A&W Restaurant,5306c4c511d234448cf8010b,43.679268,-79.344723,American Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,The Cannonball,4ad883f6f964a520f01121e3,43.658106,-79.352453,Bar
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Burger Stomper,4f77a0bee4b0421082fd6459,43.67759,-79.352409,Burger Joint
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Bombay Chowpatty,4bac30a2f964a52018ea3ae3,43.671871,-79.324283,Fast Food Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,A&W Restaurant,5d300095844dd80008b34464,43.665363,-79.352248,American Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,A&W Restaurant,5a8bb49167e5f2027196caf4,43.675999,-79.358892,American Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Sultan of Samosas,52af6dc5498e33995b0bbf03,43.660428,-79.366147,Fast Food Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Liberty Shawarma,51ce40c2498ee7d5fe865ccc,43.659032,-79.349748,Falafel Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,57be1ded498edab44ddf8725,43.646031,-79.389757,American Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Subway,4bd22db89854d13a7129fb4d,43.68891,-79.348823,Deli
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Subway,4c03df916c349c74576b750c,43.683459,-79.323961,Deli
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Pizza Nova,4aec7471f964a5204cc721e3,43.677043,-79.355315,Pizzeria
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Tim Hortons,5a6e0c605f68b93a075d0bc1,43.660012,-79.361031,Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Popeye's Louisiana Kitchen,5e20faf6477b08000783b929,43.672411,-79.3782,Fast Food Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Tim Hortons,5dd8176307121000075ef966,43.695244,-79.342761,Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,The Burger's Priest,5c69b5cba92d98002c8f7105,43.677899,-79.348936,Fast Food Restaurant
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Popeye's Louisiana Kitchen,63ae22048c05423669a89ee8,43.660967,-79.360248,Fried Chicken Joint
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Wendy's,579400f5498eeafb24897f10,43.660268,-79.360604,Burger Joint
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Pizza Pizza,4b5889baf964a520c25c28e3,43.643329,-79.423822,Pizzeria
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,CiCi's Pizza,4b89e012f964a5202b5332e3,43.639643,-79.442021,Pizzeria
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Popeye's Louisiana Kitchen,5e24a5f6b84080000806e84b,43.668557,-79.339099,Fast Food Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Man vs Fries,2be8a93fcb0d464d9d6d0727,43.640849,-79.417022,Fast Food Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,The Burger's Priest,5578720f498ee3b165b1f32b,43.648562,-79.387543,Burger Joint
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,50bd1248e4b0382138bdd292,43.647128,-79.379274,Fast Food Restaurant
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Vizzarri Italian Sandwiches,5373d58e498ed9eb4bd4191c,43.783519,-79.169991,Fast Food Restaurant
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,5081a231e4b068d89bb7b948,43.78253,-79.185588,Sandwich Spot
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,4bcb5d75937ca593956ba992,43.77189,-79.185064,Sandwich Spot
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Popeye's Louisiana Kitchen,58278ca9d1efa65794fd4fd5,43.798018,-79.149258,Fried Chicken Joint
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,509018aae4b019e9fafaed0f,43.798018,-79.149258,Sandwich Spot
 Highland Creek,0.333333333,1,M1C,43.7845351,-79.1604971,McDonald's,4bd3741777b29c743ee89082,43.800293,-79.143279,Burger Joint
The Danforth West,0.3,1,M4K,43.6795571,-79.352188,Mambo Lounge,4b63a054f964a52008882ae3,43.676509,-79.358037,Cuban Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Pita & Grill,4c70715c9c6d6dcb11cad27a,43.642282,-79.383411,Fast Food Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,iQ Food Co,4d756edfbf4fb1f74fe8722a,43.6469,-79.382416,Fast Food Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,A&W Restaurant,50900478e4b07bfac811aa2c,43.649173,-79.395961,American Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,McCafé,5669c9fd498e28dcd049abbd,43.644585,-79.381066,Café
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Subway,5e506470929cbd0008d7207e,43.637818,-79.392328,Sandwich Spot
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Pizza Pizza,4b80a2c1f964a520908230e3,43.640131,-79.381339,Pizzeria
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Subway,4ba2c7acf964a5209f1838e3,43.63956,-79.383435,Deli
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Five Guys Burgers & Fries,573b65fb498e9bcba6b1089a,43.64875,-79.381682,Burger Joint
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Smoke's Poutinerie Inc,4ada0505f964a520591d21e3,43.648543,-79.387633,Fast Food Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Mini Bar,4b03ff12f964a520cd5022e3,43.64709,-79.396049,Café
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Chipotle Mexican Grill,59304fea4186863fd6a112bb,43.649606,-79.391542,Fast Food Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Saffron Spice Kitchen,5209947a11d24085eb84660d,43.648465,-79.397204,Fast Food Restaurant
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,What a Bagel,4f7dd9a6e4b09d309a47f7fe,43.647638,-79.39623,Bagel Shop
 Harbourfront West,0.3,1,M5V,43.6289467,-79.3944199,Popeye's Louisiana Kitchen,5b9299663d479100392ebe10,43.640183,-79.381394,Fried Chicken Joint
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Wings & Things,819acb9100134394e1f7448b,43.640895,-79.417169,American Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Momo Cafe,6249e04c8a25a836e0023475,43.640481,-79.43823,Fast Food Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,We Cater to You,4be15896a7380f4704bd19b0,43.638543,-79.417868,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Wendy's,4bc748906501c9b6721b3e29,43.718673,-79.570747,Burger Joint
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ca607c097c8a1cdb8336ca5,43.718954,-79.570747,Deli
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2278a67e85c9287d13bc21,43.720363,-79.600198,Deli
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ce416f3b8df548126e7b19b,43.719288,-79.59576,Deli
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Subway,4ba25180f964a520d1ec37e3,43.713085,-79.580182,Sandwich Spot
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Popeye's Louisiana Kitchen,5cbb533873fe25002c27c7b6,43.720717,-79.599975,Fried Chicken Joint
 Elms,0.25,1,M9W,43.7067483,-79.5940544,McDonald's,4bb12f6af964a52098813ce3,43.717586,-79.5701,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Damas Grill House & Juice Bar,4d0bf09d3bc0b60c7e5bd174,43.741918,-79.30922,Fast Food Restaurant
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Shawarma Empire,4b4cb66cf964a52065bb26e3,43.743128,-79.303322,Diner
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,California Sandwiches,4e5bcbcc8877c8a76e03efb8,43.726223,-79.287596,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Burger King,59f71e5d61e53b2614f3a598,43.720245,-79.600272,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Jetsun's Juicyburger,4ad8ba31f964a520131421e3,43.727158,-79.293361,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Churrasco Portugril,4f3ecce6e4b0587016b6f30d,43.725482,-79.312809,BBQ Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Five Guys Burgers & Fries,4dd692ce52b1a5c64436b909,43.726237,-79.28741,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Fat Bastard Burrito Co,518fca45498e8b59391e2bed,43.726772,-79.287775,Fast Food Restaurant
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Teriyaki Experience,4b7441c4f964a5205cd02de3,43.727054,-79.293251,Fast Food Restaurant
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Big Moe's Burgers,50e76974e4b08b441d502c86,43.744252,-79.297831,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Harvey's,4bd705e07b1876b0f16b8d86,43.711031,-79.309126,Fast Food Restaurant
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Wingburger,54ea40e3498e12cb9da636eb,43.725482,-79.312809,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Subway,4e2af564b0fbc2edac1c37b5,43.722722,-79.303525,Deli
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,McDonald's,4b477a4ff964a520623326e3,43.714709,-79.33372,Burger Joint
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Tim Hortons,5c059f4a088158002bf93710,43.733987,-79.343702,Restaurant
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,South St. Burger Co,4d3b24e8039eb60c7462f29c,43.734261,-79.343792,Burger Joint
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Pita Land,4d7d05bccf3f3704b0395c40,43.713196,-79.5802,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Domino's Pizza,4ee6ae870e61681b98595db0,43.719319,-79.594594,Pizzeria
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Subway,4c2e13824e132d7f14799ddf,43.686998,-79.597861,Sandwich Spot
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Hero Certified Burgers,4e6bb632b61cc3728e22e9bc,43.638294,-79.418202,Burger Joint
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,A&W Restaurant,5d3000979a169c0008f5cf3a,43.655282,-79.433871,American Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Subway,4b719ec8f964a52096512de3,43.638829,-79.427028,Deli
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Wendy's,607e1c4f7150f31b1cc40dee,43.639523,-79.411341,Burger Joint
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Domino's Pizza,4bba5d947421a59380b5c340,43.641769,-79.402072,Pizzeria
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,A&W Restaurant,58fb073e09e2835b7ff25f1e,43.640515,-79.437768,American Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Wendy's,65c2d75b9be86d606f10b27f,43.638969,-79.427654,Burger Joint
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Fat Bastard Burrito,50a6bfa9067dc58023a417f9,43.639743,-79.421425,Fast Food Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Mean Bao,5480b4ad498e73897b755aac,43.646767,-79.403571,Chinese Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Bobbie Sue's Mac + Cheese,56119f45498efc11cc6fbfdc,43.647901,-79.420393,Mac and Cheese Joint
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,College Falafel,4b8a1959f964a520f15f32e3,43.654614,-79.423011,Diner
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Sicilian Sidewalk Cafe,4b773d3ef964a520b78a2ee3,43.65533,-79.41859,Café
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,California Sandwiches,4ad4c061f964a52098f720e3,43.652528,-79.412344,American Restaurant
 Exhibition Place,0.25,1,M6K,43.6368472,-79.4281914,Loga's Corner,54838585498e1787e915457d,43.640421,-79.435976,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Jack Astor's Bar and Grill,5d03e75b25ecca002cd3d832,43.689281,-79.584524,Gastropub
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Subway,e7b190bcfa2aca88869c1e8d,43.708115,-79.616025,Deli
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Pizza Pizza,4c5c7fc02815c928803db267,43.711805,-79.567144,Pizzeria
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Teriyaki Experience,4c9b730fd4b1b1f79ad8d835,43.720557,-79.600604,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Jimmy the Greek,4c7d1f14d65437047352bfa2,43.720283,-79.600512,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Taco Bell,5501f29c498e01eb24880773,43.720238,-79.600365,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Charlie's Steakery,068daf9d02c84d8c4b11d999,43.720179,-79.600402,Fast Food Restaurant
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Bourbon St. Grill,4c8914c397828cfa5a42a1aa,43.720172,-79.600494,Diner
 Elms,0.25,1,M9W,43.7067483,-79.5940544,Subway,4b9e610ef964a52066de36e3,43.69138,-79.576678,Deli
Victoria Village,0.25,1,M4A,43.7258823,-79.3155716,Subway,4f6a124ce4b091c67fd4c627,43.714223,-79.335797,Deli
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Harvey's,5bc586c766f3cd002bd4c540,43.770792,-79.491986,Fast Food Restaurant
Parkdale,0.25,1,M6R,43.6489597,-79.456325,Loga's Corner,54838585498e1787e915457d,43.640421,-79.435976,Fast Food Restaurant
Northwood Park,0.25,1,M3J,43.7679803,-79.4872619,Falafel Express,4e54345862e1d184431bc92b,43.764927,-79.489959,Chinese Restaurant
 Port Union,0.333333333,1,M1C,43.7845351,-79.1604971,Asian Gourmet,4fbd1803e4b0caa891542892,43.78491,-79.186895,Fast Food Restaurant
 Port Union,0.333333333,1,M1C,43.7845351,-79.1604971,Popeye's Louisiana Kitchen,6058ca2186572e11c74c88f9,43.779697,-79.138887,Fried Chicken Joint
 Port Union,0.333333333,1,M1C,43.7845351,-79.1604971,Domino's Pizza,4d23ccf70e998cfae4901e3f,43.775796,-79.172734,Pizzeria
 Port Union,0.333333333,1,M1C,43.7845351,-79.1604971,Pizza Pizza,4aecaaaef964a5201aca21e3,43.779605,-79.137795,Pizzeria
 Port Union,0.333333333,1,M1C,43.7845351,-79.1604971,Rosa's Pasta Express,61b262f3107db25dfffe80e0,43.782015,-79.172196,Fast Food Restaurant
 Port Union,0.333333333,1,M1C,43.7845351,-79.1604971,Vizzarri Italian Sandwiches,5373d58e498ed9eb4bd4191c,43.783519,-79.169991,Fast Food Restaurant
 Port Union,0.333333333,1,M1C,43.7845351,-79.1604971,Subway,5081a231e4b068d89bb7b948,43.78253,-79.185588,Sandwich Spot
