Neighbourhood,Pest Control Service,Cluster Labels,Postalcode,Neighbourhood Latitude,Neighbourhood Longitude,Venue,fsq_id,Venue Latitude,Venue Longitude,Venue Category
 Ryerson,0.8,1,M5B,43.6571618,-79.3789371,Raccoon Control,ffee32e578b590e1447cb7ab,43.658986,-79.369004,Pest Control Service
 Ryerson,0.8,1,M5B,43.6571618,-79.3789371,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Ryerson,0.8,1,M5B,43.6571618,-79.3789371,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Riverdale,0.8181818181818182,1,M4K,43.6795571,-79.352188,Pest Control Toronto Crew,54886e67498ebed54faa515e,43.68107,-79.322836,Pest Control Service
 Scarborough Village West,0.8333333333333334,1,M1M,43.716316,-79.2394761,Empire Wildlife Removal & Pest Control Svc,7ccba10d2ab041a1b5eccf03,43.720749,-79.247878,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,AAA All Seasons Wildlife Control Inc,55980866b81b4c6c09bab28c,43.666016,-79.378913,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,911 Bed Bugs,567cde2d498ef1c03ba6dcce,43.669321,-79.375136,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,HMG Pest Control Toronto,5b2c0409a30619002ced54e6,43.642488,-79.374376,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Pest Control Guys,8a085c7e855840f5fc5c4416,43.645626,-79.393011,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Wildlife Shield- Wildlife Removal Toronto,23262a68194b4ff5a4c96598,43.653243,-79.363043,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Raccoon Control,ffee32e578b590e1447cb7ab,43.658986,-79.369004,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Heatsolete,5047b53ac84c402c83c17617,43.65552,-79.364152,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,TKMT,4c22c357fbe5c9b6c8839a21,43.647117,-79.404935,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,Pest R Gone - Pest Control Toronto,5a49594614514bdd599a6fa9,43.654218,-79.380589,Pest Control Service
 Design Exchange,0.8,1,M5K,43.6471768,-79.3815764,AAA All Seasons Wildlife Control Inc,55980866b81b4c6c09bab28c,43.666016,-79.378913,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Kind Pest Control,560aeed5498ef4a0fbc7cddd,43.670113,-79.439897,Home Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Bugs Heat Terminator,027cfef377b746164556f43d,43.672905,-79.443947,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Toronto Air Soft,5011b02fe4b037378be1f1b6,43.670398,-79.435219,Casino
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Pest Control Toronto,57715064498ec3ff9146ab02,43.665764,-79.450236,Home Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Pest Control Toronto Team,5362917211d25710fe57f69e,43.661248,-79.443665,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Bed Bug Exterminator Pro,57c7076f498e500d301f8228,43.656958,-79.448588,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Merkem Pest Solutions,589bd7aa0bc55b5f8ef35448,43.661951,-79.424793,Home Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,SWAT Wildlife,4f8e92e7e4b0036b6f308fd9,43.654321,-79.440122,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Quest Pest Management,9d648bfa2f4a4bf41ed7d037,43.671627,-79.420683,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Pest Control Toronto .ca,9c2c9d2221964df80a233a2b,43.671633,-79.42059,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Exterminex Pest Control Svc,52dd432f11d2e6871ce97ba8,43.651334,-79.446422,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,TKMT,4c22c357fbe5c9b6c8839a21,43.647117,-79.404935,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Pest Control Toronto Exterminator,9f963ed8e3bb4959f3d12255,43.665235,-79.468203,Pest Control Service
 Cliffside West,0.6666666666666666,1,M1N,43.692657,-79.2648481,Pest Secure,5a7dae46e96d0c77046f7b3d,43.685108,-79.290072,Pest Control Service
 Cliffside West,0.6666666666666666,1,M1N,43.692657,-79.2648481,Bird Barrier Systems,57ab17a2c9f24bc228b6c9e9,43.709407,-79.261223,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Pest Control Guys,8a085c7e855840f5fc5c4416,43.645626,-79.393011,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Speedy Pest Control,5049400f2a4d4ce72ed38166,43.649557,-79.421547,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,My Pest Control,59a00c89002f4c45dfe94e79,43.669518,-79.39177,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Merkem Pest Solutions,589bd7aa0bc55b5f8ef35448,43.661951,-79.424793,Home Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Allied Pest Control,008a553048694b51c7a1dea0,43.649346,-79.428291,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,HMG Pest Control Toronto,5b2c0409a30619002ced54e6,43.642488,-79.374376,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Pest R Gone - Pest Control Toronto,5a49594614514bdd599a6fa9,43.654218,-79.380589,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,AAA All Seasons Wildlife Control Inc,55980866b81b4c6c09bab28c,43.666016,-79.378913,Pest Control Service
 Clairlea,0.7142857142857143,1,M1L,43.7111117,-79.2845772,Four Seasons Wild Life Removal,56cc350bcd108dd03310ed43,43.705454,-79.300759,Pest Control Service
 Clairlea,0.7142857142857143,1,M1L,43.7111117,-79.2845772,Bed Bugs Dead Bugs Inc,d39da99f3a464738801de743,43.696978,-79.277199,Pest Control Service
 Clairlea,0.7142857142857143,1,M1L,43.7111117,-79.2845772,Bird Barrier Systems,57ab17a2c9f24bc228b6c9e9,43.709407,-79.261223,Pest Control Service
 Clairlea,0.7142857142857143,1,M1L,43.7111117,-79.2845772,Standard Pest Control Svc,8d5b4e84a3324c3c71361d92,43.70782,-79.31082,Pest Control Service
 Clairlea,0.7142857142857143,1,M1L,43.7111117,-79.2845772,Mosquito Toronto,5cc12a0b826444002c1a3b8f,43.691999,-79.291061,Home Service
 Clairlea,0.7142857142857143,1,M1L,43.7111117,-79.2845772,Pesterminate Inc,58875ca53cccc610f8cc655f,43.691427,-79.288071,Home Service
 Clairlea,0.7142857142857143,1,M1L,43.7111117,-79.2845772,Aimrite Pest Control,4e8c9498bda845b6bacdd3b9,43.723653,-79.300722,Pest Control Service
 Cliffcrest,0.8333333333333334,1,M1M,43.716316,-79.2394761,Pigeon Tom,0cdb6a4951364067f18669b1,43.712646,-79.247314,Pest Control Service
 Cliffcrest,0.8333333333333334,1,M1M,43.716316,-79.2394761,Liddle Rascals,56054cf6498e9a2538bf8eec,43.72086,-79.247896,Pest Control Service
 Cliffcrest,0.8333333333333334,1,M1M,43.716316,-79.2394761,CBC Pest Control and Wildlife,5d12e6f2af35f3002504c8d9,43.729045,-79.244165,Home Service
 Cliffcrest,0.8333333333333334,1,M1M,43.716316,-79.2394761,Bird Barrier Systems,57ab17a2c9f24bc228b6c9e9,43.709407,-79.261223,Pest Control Service
 Cliffcrest,0.8333333333333334,1,M1M,43.716316,-79.2394761,Empire Wildlife Removal & Pest Control Svc,7ccba10d2ab041a1b5eccf03,43.720749,-79.247878,Pest Control Service
 Cliffcrest,0.8333333333333334,1,M1M,43.716316,-79.2394761,Liddle Rascals Wildlife Control,b04d52d5aebf462a72bc0bf9,43.721024,-79.247968,Pest Control Service
 Cliffside West,0.6666666666666666,1,M1N,43.692657,-79.2648481,Pigeon Guard,f41f3c89077740449aa5369e,43.690955,-79.261703,Pest Control Service
 Cliffside West,0.6666666666666666,1,M1N,43.692657,-79.2648481,Bed Bugs Dead Bugs Inc,d39da99f3a464738801de743,43.696978,-79.277199,Pest Control Service
 Cliffside West,0.6666666666666666,1,M1N,43.692657,-79.2648481,Pesterminate Inc,58875ca53cccc610f8cc655f,43.691427,-79.288071,Home Service
 Cliffside West,0.6666666666666666,1,M1N,43.692657,-79.2648481,Mosquito Toronto,5cc12a0b826444002c1a3b8f,43.691999,-79.291061,Home Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Allied Pest Control,008a553048694b51c7a1dea0,43.649346,-79.428291,Pest Control Service
 Dovercourt Village,0.7142857142857143,1,M6H,43.6690051,-79.4422593,Toronto Bed Bug .ca,54fcd7f7010745bf03e185e8,43.671633,-79.42059,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Pest Control Toronto .ca,9c2c9d2221964df80a233a2b,43.671633,-79.42059,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Quest Pest Management,9d648bfa2f4a4bf41ed7d037,43.671627,-79.420683,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Pest Control Guys,8a085c7e855840f5fc5c4416,43.645626,-79.393011,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Merkem Pest Solutions,589bd7aa0bc55b5f8ef35448,43.661951,-79.424793,Home Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,911 Bed Bugs,567cde2d498ef1c03ba6dcce,43.669321,-79.375136,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Speedy Pest Control,5049400f2a4d4ce72ed38166,43.649557,-79.421547,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,AAA All Seasons Wildlife Control Inc,55980866b81b4c6c09bab28c,43.666016,-79.378913,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Pest R Gone - Pest Control Toronto,5a49594614514bdd599a6fa9,43.654218,-79.380589,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Toronto Bed Bug .ca,54fcd7f7010745bf03e185e8,43.671633,-79.42059,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Wildlife Shield- Wildlife Removal Toronto,23262a68194b4ff5a4c96598,43.653243,-79.363043,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Heatsolete,5047b53ac84c402c83c17617,43.65552,-79.364152,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Raccoon Control,ffee32e578b590e1447cb7ab,43.658986,-79.369004,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,The Exterminators Inc. Pest Control Toronto,5eeb3b1fd46f4e0008e79e54,43.660266,-79.353637,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,The Exterminators Inc,fa2e54570ce8429b68752cd8,43.660266,-79.353637,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Quality pest control GTA Scarborough,63cff834469b1d37aa5f767d,43.66418,-79.360851,Home Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Minister Arch Heating Vancouver Contractor,b655e790389a40487ebe7fe5,43.650044,-79.34206,General Contractor
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Minister Arch Pest Control Sherbrooke,38bc2cdcfce74995b28e68e8,43.650044,-79.34206,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,The Exterminators,81bbd9064400432e2a5877d8,43.668005,-79.369268,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,HMG Pest Control Toronto,5b2c0409a30619002ced54e6,43.642488,-79.374376,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,TKMT,4c22c357fbe5c9b6c8839a21,43.647117,-79.404935,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Bird Barrier Systems,5c275c06622d45c98510d757,43.67407,-79.385526,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,My Pest Control,59a00c89002f4c45dfe94e79,43.669518,-79.39177,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
 East Birchmount Park,0.8333333333333334,1,M1K,43.7279292,-79.2620294,Liddle Rascals,56054cf6498e9a2538bf8eec,43.72086,-79.247896,Pest Control Service
 East Birchmount Park,0.8333333333333334,1,M1K,43.7279292,-79.2620294,CBC Pest Control and Wildlife,5d12e6f2af35f3002504c8d9,43.729045,-79.244165,Home Service
 East Birchmount Park,0.8333333333333334,1,M1K,43.7279292,-79.2620294,Bird Barrier Systems,57ab17a2c9f24bc228b6c9e9,43.709407,-79.261223,Pest Control Service
 East Birchmount Park,0.8333333333333334,1,M1K,43.7279292,-79.2620294,Pigeon Tom,0cdb6a4951364067f18669b1,43.712646,-79.247314,Pest Control Service
 East Birchmount Park,0.8333333333333334,1,M1K,43.7279292,-79.2620294,Liddle Rascals Wildlife Control,b04d52d5aebf462a72bc0bf9,43.721024,-79.247968,Pest Control Service
 East Birchmount Park,0.8333333333333334,1,M1K,43.7279292,-79.2620294,Empire Wildlife Removal & Pest Control Svc,7ccba10d2ab041a1b5eccf03,43.720749,-79.247878,Pest Control Service
 Cabbagetown,0.75,1,M4X,43.667967,-79.3676753,Sierra Club Ontario,7bba51784e014388be91fe37,43.68408,-79.365928,Agriculture and Forestry Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,TKMT,4c22c357fbe5c9b6c8839a21,43.647117,-79.404935,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Pest Control Guys,8a085c7e855840f5fc5c4416,43.645626,-79.393011,Pest Control Service
 Harbourfront,0.7647058823529411,1,M5A,43.6542599,-79.3606359,Pest R Gone - Pest Control Toronto,5a49594614514bdd599a6fa9,43.654218,-79.380589,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Naylor Pest Control,0d2f25c63a054660ae2fd69d,43.666703,-79.405023,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Speedy Pest Control,5049400f2a4d4ce72ed38166,43.649557,-79.421547,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,My Pest Control,59a00c89002f4c45dfe94e79,43.669518,-79.39177,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Merkem Pest Solutions,589bd7aa0bc55b5f8ef35448,43.661951,-79.424793,Home Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Allied Pest Control,008a553048694b51c7a1dea0,43.649346,-79.428291,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,HMG Pest Control Toronto,5b2c0409a30619002ced54e6,43.642488,-79.374376,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Pest R Gone - Pest Control Toronto,5a49594614514bdd599a6fa9,43.654218,-79.380589,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,AAA All Seasons Wildlife Control Inc,55980866b81b4c6c09bab28c,43.666016,-79.378913,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Naylor Pest Control,0d2f25c63a054660ae2fd69d,43.666703,-79.405023,Pest Control Service
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
 Harbord,0.8,1,M5S,43.6626956,-79.4000493,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
 Grange Park,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
 Chinatown,0.7647058823529411,1,M5T,43.6532057,-79.4000493,Naylor Pest Control,0d2f25c63a054660ae2fd69d,43.666703,-79.405023,Pest Control Service
 Scarborough Village West,0.8333333333333334,1,M1M,43.716316,-79.2394761,Liddle Rascals Wildlife Control,b04d52d5aebf462a72bc0bf9,43.721024,-79.247968,Pest Control Service
 Silver Hills,0.75,1,M2L,43.7574902,-79.3747141,Professional Pest Control Toronto,f9de37f3134644fc9b04f848,43.769547,-79.368697,Pest Control Service
Birch Cliff,0.6666666666666666,1,M1N,43.692657,-79.2648481,Mosquito Toronto,5cc12a0b826444002c1a3b8f,43.691999,-79.291061,Home Service
Birch Cliff,0.6666666666666666,1,M1N,43.692657,-79.2648481,Pest Secure,5a7dae46e96d0c77046f7b3d,43.685108,-79.290072,Pest Control Service
York Mills West,0.8333333333333334,1,M2P,43.7527583,-79.4000493,Cain Pest Control,56ab138e498e0fa65409206e,43.755253,-79.424713,Home Service
Caledonia-Fairbanks,0.6666666666666666,1,M6E,43.6890256,-79.453512,Vitorino Pest Control,8bd3662c3e484945aabd6cdc,43.689509,-79.460323,Pest Control Service
Caledonia-Fairbanks,0.6666666666666666,1,M6E,43.6890256,-79.453512,Bugs Heat Terminator,027cfef377b746164556f43d,43.672905,-79.443947,Pest Control Service
Caledonia-Fairbanks,0.6666666666666666,1,M6E,43.6890256,-79.453512,Kind Pest Control,560aeed5498ef4a0fbc7cddd,43.670113,-79.439897,Home Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Addison Pest Control,590cd35ab0405629414dff7f,43.655858,-79.393567,Home Inspection
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Icon Wildlife Removal & Pest Control,5cd1813dd9a6e6002b4d9142,43.653493,-79.38052,Home Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Bed Bug Exterminator Toronto,572f83c1498e351823f03aa2,43.650991,-79.380964,Home Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,The Bed Bug Tracker,c2b0eedcbd974c4e7b1a4990,43.649759,-79.37628,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Greenleaf Pest Control,545a9566498e607c73a235a0,43.649765,-79.376188,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,My Pest Control,59a00c89002f4c45dfe94e79,43.669518,-79.39177,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Pest Control Guys,8a085c7e855840f5fc5c4416,43.645626,-79.393011,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Raccoon Control,ffee32e578b590e1447cb7ab,43.658986,-79.369004,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,911 Bed Bugs,567cde2d498ef1c03ba6dcce,43.669321,-79.375136,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Naylor Pest Control,0d2f25c63a054660ae2fd69d,43.666703,-79.405023,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Bird Barrier Systems,5c275c06622d45c98510d757,43.67407,-79.385526,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,The Exterminators,81bbd9064400432e2a5877d8,43.668005,-79.369268,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,TKMT,4c22c357fbe5c9b6c8839a21,43.647117,-79.404935,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Heatsolete,5047b53ac84c402c83c17617,43.65552,-79.364152,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,HMG Pest Control Toronto,5b2c0409a30619002ced54e6,43.642488,-79.374376,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Wildlife Shield- Wildlife Removal Toronto,23262a68194b4ff5a4c96598,43.653243,-79.363043,Pest Control Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Quality pest control GTA Scarborough,63cff834469b1d37aa5f767d,43.66418,-79.360851,Home Service
Central Bay Street,0.8,1,M5G,43.6579524,-79.3873826,Pest R Gone - Pest Control Toronto,5a49594614514bdd599a6fa9,43.654218,-79.380589,Pest Control Service
Christie,0.7142857142857143,1,M6G,43.669542,-79.4225637,Quest Pest Management,9d648bfa2f4a4bf41ed7d037,43.671627,-79.420683,Pest Control Service
Birch Cliff,0.6666666666666666,1,M1N,43.692657,-79.2648481,Bird Barrier Systems,57ab17a2c9f24bc228b6c9e9,43.709407,-79.261223,Pest Control Service
Birch Cliff,0.6666666666666666,1,M1N,43.692657,-79.2648481,Pesterminate Inc,58875ca53cccc610f8cc655f,43.691427,-79.288071,Home Service
Birch Cliff,0.6666666666666666,1,M1N,43.692657,-79.2648481,Bed Bugs Dead Bugs Inc,d39da99f3a464738801de743,43.696978,-79.277199,Pest Control Service
Birch Cliff,0.6666666666666666,1,M1N,43.692657,-79.2648481,Pigeon Guard,f41f3c89077740449aa5369e,43.690955,-79.261703,Pest Control Service
 Yorkville,0.7692307692307693,1,M5R,43.6727097,-79.4056784,Toronto Bed Bug .ca,54fcd7f7010745bf03e185e8,43.671633,-79.42059,Pest Control Service
 Yorkville,0.7692307692307693,1,M5R,43.6727097,-79.4056784,AAA All Seasons Wildlife Control Inc,55980866b81b4c6c09bab28c,43.666016,-79.378913,Pest Control Service
 Adelaide,0.8,1,M5H,43.6505712,-79.3845675,Pest control exterminator NY,68e6f8cd52964666252a57d6,43.655799,-79.393604,Pest Control Service
 Adelaide,0.8,1,M5H,43.6505712,-79.3845675,IPM Pest Control Svc,52a4cd6811d2bf98da8a77b6,43.655964,-79.392883,Pest Control Service
Bayview Village,0.75,1,M2K,43.7869473,-79.385975,ICE Pest Control & Wildlife,f2ac158fe77541f2af318960,43.801285,-79.392275,General Contractor
Bayview Village,0.75,1,M2K,43.7869473,-79.385975,Hawkeye Bird Control Inc,210a185cd37c45a8f1b4df61,43.766502,-79.392115,Pest Control Service
Bayview Village,0.75,1,M2K,43.7869473,-79.385975,Professional Pest Control Toronto,f9de37f3134644fc9b04f848,43.769547,-79.368697,Pest Control Service
